Title,Chapters,Update Frequency,Readers,Reviews,Last Updated,Genres,Description,Source
"Golden Core is a Star, and You Call This Cultivation?",650,0,771,9,2025-06-15,"['Action', 'Adventure', 'Fantasy', 'Harem', 'Martial Arts', 'Slice of Life', 'Tragedy', 'Xianxia', 'Xuanhuan']","My name is Qi Yuan, a transmigrator who became the senior brother of the Seven-Colored Peak.",https://www.novelupdates.com/series/golden-core-is-a-star-and-you-call-this-cultivation/
"Madam, Please Behave",347,0,388,6,2025-06-15,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Seinen', 'Shounen', 'Slice of Life', 'Tragedy']","After transmigrating, Liu Changqing skipped over the dating phase and was thrust straight into fatherhood with a son and a daughter. This left him in a gloomy state. His eldest son is mature and intelligent, while his young daughter, resentful of her parents’ divorce, blames Liu Changqing for everything and treats him with hostility.",https://www.novelupdates.com/series/madam-please-behave/
"Maxing Out Charisma, Inheriting Game Assets",477,1,415,4,2025-06-15,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life', 'Supernatural']","As a single, overweight, 25-year-old, and without a car or house, Tang Song saw no hope in life.",https://www.novelupdates.com/series/maxing-out-charisma-inheriting-game-assets/
The Eleventh Year After My Death,39,0,181,0,2025-06-15,"['Drama', 'Romance', 'Supernatural']",【Rebirth & Revenge + Second Chance as the Beloved】,https://www.novelupdates.com/series/the-eleventh-year-after-my-death/
I Ascend to Godhood in the Apocalypse and Also Save Humanity,168,0,124,0,2025-06-15,"['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Mecha', 'Xuanhuan']","After attending the celebration party for his team, game text planner Lin Qingliu unexpectedly found himself in another world:",https://www.novelupdates.com/series/i-ascend-to-godhood-in-the-apocalypse-and-also-save-humanity/
Raising Kids in the 70s: A Couple’s Daily Life,30,2,106,0,2025-06-15,"['Drama', 'Romance', 'School Life', 'Slice of Life']","Lin Wei and Zong Shao had an arranged marriage. Despite being married for four years and having two children, they had always lived separately, making their relationship no closer than that of ordinary friends.",https://www.novelupdates.com/series/raising-kids-in-the-70s-a-couples-daily-life/
Transmigrating to the 1970s to Marry the Factory Director’s Son,35,3,126,0,2025-06-15,"['Drama', 'Romance', 'School Life', 'Slice of Life']",Blurb One:,https://www.novelupdates.com/series/transmigrating-to-the-1970s-to-marry-the-factory-directors-son/
Restarting After Deleting My Account,30,3,329,2,2025-06-15,"['Action', 'Fantasy', 'Romance', 'Shounen Ai']","Lin Zhusheng, an ordinary yet hardcore and heavy-spending player of the game Floating Life, finds himself in an unexpected situation.",https://www.novelupdates.com/series/restarting-after-deleting-my-account/
"Your Majesty, Your White Moonlight Came Back with a Bun!",10,2,91,0,2025-06-15,"['Comedy', 'Drama', 'Fantasy', 'Historical', 'Psychological', 'Romance', 'Shounen Ai', 'Supernatural', 'Tragedy']","As the heir of the Duke Chengguo, Ning Lang was a dazzling talent—peerless, brilliant, and the “white moonlight” in the emperor’s heart.",https://www.novelupdates.com/series/your-majesty-your-white-moonlight-came-back-with-a-bun/
The Straight Male Boss Ran Away with the Ball,6,1,60,0,2025-06-15,"['Adult', 'Comedy', 'Drama', 'Psychological', 'Romance', 'Shounen Ai', 'Slice of Life', 'Smut', 'Yaoi']",Flirty and cunning young master gong × penny-pinching straight dad-flavored shou,https://www.novelupdates.com/series/the-straight-male-boss-ran-away-with-the-ball/
Good Farming and Self-Support in the 1970s,115,1,386,6,2025-06-15,"['Drama', 'Fantasy', 'Romance', 'Slice of Life', 'Supernatural']","Ye Xin was living her life as a diligent office worker when, after a bike accident, she found herself transported to a time where food was scarce and had also gained a skinny fiancé.",https://www.novelupdates.com/series/good-farming-and-self-support-in-the-1970s/
From Shadow Guard to Empress,81,6,2727,7,2025-06-15,"['Fantasy', 'Historical', 'Martial Arts', 'Romance', 'Shounen Ai']","You Shu transmigrated into a book and became one of the male protagonist’s shadow guards. He thought he was following a political intrigue script and as long as he hugged the male protagonist’s thigh well, he would reach the pinnacle of life sooner or later. He could also personally observe the male protagonist’s domineering side, expanding the harem and taking back the country. But the plot ended up going astray somewhere, and the good brotherhood in feudal society changed suddenly. He was inexplicably promoted to the position of Empress. Amidst the cheers of the shadow guards, he accepted the phoenix seal* with a dazed expression.",https://www.novelupdates.com/series/from-shadow-guard-to-empress/
"Beast Taming: Starting with Undead, Becoming the Dark-Type King",112,1,655,5,2025-06-15,"['Action', 'Adventure', 'Fantasy', 'Romance']","Mu Huiyue, an avid Pokémon fan, finds herself transported to a modern world where humans coexist with extraordinary creatures.",https://www.novelupdates.com/series/beast-taming-starting-with-undead-becoming-the-dark-type-king/
Reborn to Strive,148,5,1816,15,2025-06-15,"['Adult', 'Mature', 'Romance', 'Shounen Ai', 'Slice of Life']","Shi Zhen spent half a lifetime donating to charity, and after his death he went even further and gave away all his wealth.",https://www.novelupdates.com/series/reborn-to-strive/
"Spendthrift Tycoon Rebate System, Starting from Donating to Streamers",116,0,132,1,2025-06-15,"['Action', 'Drama', 'Ecchi', 'Harem', 'Romance', 'Slice of Life']","Duan Yunfeng soul transmigrated to Blue Star, reborn into the body of a food delivery guy with the same name, and bound the ""Spendthrift Tycoon Rebate System"".",https://www.novelupdates.com/series/spendthrift-tycoon-rebate-system-starting-from-donating-to-streamers/
The Abandoned Son Runs Rampant,342,4,2856,21,2025-06-15,"['Action', 'Comedy', 'Shounen Ai', 'Supernatural', 'Xianxia']",“I want to marry him!”,https://www.novelupdates.com/series/the-abandoned-son-runs-rampant/
Transmigrating Into A Male-Targeted Novel To Build Infrastructure,27,3,498,4,2025-06-15,"['Drama', 'Fantasy', 'Historical', 'Romance', 'Shounen Ai', 'Slice of Life']","In the book ""The Imperial Conquest"", the male protagonist Huo Yan was born into a family of generals. Due to the corruption of the imperial court, his family perished and he became a s*ave in the Prince of Qing’s Mansion.",https://www.novelupdates.com/series/transmigrating-into-a-male-targeted-novel-to-build-infrastructure/
How to Cultivate a Ten-Thousand-Mile Empire for the Young Emperor Qin?,97,0,283,2,2025-06-15,"['Drama', 'Fantasy', 'Historical', 'Slice of Life']","Zhu Xiang, a professor of agriculture, found himself transported to the chaotic era of the Warring States in the Zhao Country. After much hardship, his life began to improve. His elder sister, who had run away with a wealthy merchant, left her nephew in his care, explaining that she had formed a relationship with another wealthy merchant and couldn’t take care of the child.",https://www.novelupdates.com/series/how-to-cultivate-a-ten-thousand-mile-empire-for-the-young-emperor-qin/
"Classmate wa Isekai de Yuusha ni Natta kedo, Ore dake Gendai Nihon ni Okizari ni Narimashita",49,6,255,0,2025-06-15,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Harem', 'Romance', 'School Life', 'Shounen']","""Congratulations! You 25 students in this classroom have been chosen as heroes to save the world!!""",https://www.novelupdates.com/series/classmate-wa-isekai-de-yuusha-ni-natta-kedo-ore-dake-gendai-nihon-ni-okizari-ni-narimashita/
Reborn Into a Primitive Society to Raise Babies,80,1,1079,5,2025-06-15,"['Fantasy', 'Romance', 'Shounen Ai', 'Slice of Life']","Li Feng is probably the unluckiest person to transmigrate. A typhoon appeared out of nowhere and, in the end, Li Feng’s body was unexpectedly hit by a lightning bolt. Then, his soul left his body and he transmigrated. Li Fen didn’t mind transmigrating because maybe he could find his Mr. Right. However, he instantly wanted to die again!",https://www.novelupdates.com/series/reborn-into-a-primitive-society-to-raise-babies/
The Villainous Young Lady Cries in Frustration: I Told You Not to Provoke the Protagonist,578,0,1446,13,2025-06-15,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural']","My name is Qin Luo, and I've been transported into this urban fantasy novel that combines various dragon king storylines.",https://www.novelupdates.com/series/the-villainous-young-lady-cries-in-frustration-i-told-you-not-to-provoke-the-protagonist/
A Beautiful Duchess with a Dark Heart,208,1,426,4,2025-06-15,"['Drama', 'Historical', 'Romance', 'Supernatural']","In the capital's elite social circles, rumors abound about Wen Yu's ruthlessness. Even the Emperor, upon hearing these tales, has repeatedly nodded in agreement!",https://www.novelupdates.com/series/a-beautiful-duchess-with-a-dark-heart/
"Jesus Heaven, Unbelief Hell",246,0,402,6,2025-06-15,"['Action', 'Comedy', 'Horror', 'Psychological', 'Seinen', 'Supernatural']","If you don’t want to be left behind, believe in Jesus.",https://www.novelupdates.com/series/jesus-heaven-unbelief-hell/
Pampered in the Beast World: The Frail Beauty Has Many Children and Much Fortune,126,1,245,0,2025-06-15,"['Fantasy', 'Romance', 'Shoujo']","Si Shuo didn't wait for a matching heart, but instead waited for the ""Many Children and Much Fortune"" system, and was sent to the Beast World Continent.",https://www.novelupdates.com/series/pampered-in-the-beast-world-the-frail-beauty-has-many-children-and-much-fortune/
Let All the Officials Hear My Thoughts; I’m Just Going to Slack off and Watch the Drama,72,1,775,5,2025-06-15,"['Comedy', 'Historical', 'Romance', 'Slice of Life']",【Full Mind Reading + Silly + Watching Drama + Slacking Off】,https://www.novelupdates.com/series/let-all-the-officials-hear-my-thoughts-im-just-going-to-slack-off-and-watch-the-drama/
Daily Life of Raising Cubs in the 1980s,32,0,295,2,2025-06-15,"['Josei', 'Romance', 'Slice of Life']","Foodie expert Yu Wei, broadcasting live, unexpectedly time-travels to the 1980s and wakes up to find herself with an additional son, with an unknown biological father.",https://www.novelupdates.com/series/daily-life-of-raising-cubs-in-the-1980s/
Happy Little Mayor,140,0,819,3,2025-06-15,"['Comedy', 'Fantasy', 'Slice of Life']","Wang Bo was fed up with his job being a programmer, especially because of all of the nights he was working overtime without pay. His",https://www.novelupdates.com/series/happy-little-mayor/
Leveling Up And Becoming Undefeatable,1188,2,4304,25,2025-06-15,"['Action', 'Adventure', 'Fantasy', 'Harem', 'Xuanhuan']","After waking up in the body of the Young Master of the Luo family, he finds he has the knowledge of hundreds of games and Light Novels. However, he finds his Dantian is crippled, so he can’t practice cultivation! Luckily, he has the Upgrade system.",https://www.novelupdates.com/series/leveling-up-and-becoming-undefeatable/
How Lilies Turn Black,36,6,328,0,2025-06-15,"['Fantasy', 'Romance', 'Smut']",To eradicate criminal organizations that undermine Victorian law and order.,https://www.novelupdates.com/series/how-lilies-turn-black/
Duchess’s Pregnancy Contract,59,6,551,0,2025-06-15,"['Adult', 'Fantasy', 'Romance', 'Smut']","“If you can't make up your mind for yourself, I'll help you. Have my child.”",https://www.novelupdates.com/series/duchesss-pregnancy-contract/
"Alpha, Omega, Alpha",17,6,232,0,2025-06-15,"['Adult', 'Harem', 'Mature', 'Romance', 'Smut']","“Hwang Yeonseo, I went through a lot of trouble to find you.”",https://www.novelupdates.com/series/alpha-omega-alpha/
A Villainess Pulled Out the Sword Instead of the Hero,96,6,1057,1,2025-06-15,"['Comedy', 'Fantasy', 'Romance']","The Legendary Sword, Excalibur.",https://www.novelupdates.com/series/a-villainess-pulled-out-the-sword-instead-of-the-hero/
How a Villain Defies Destiny,97,6,958,3,2025-06-15,"['Adult', 'Fantasy', 'Mature', 'Romance', 'Smut']","In the prologue of a game, I possessed the body of an extra villain who became the opportunity for the male leads and heroine to meet.",https://www.novelupdates.com/series/how-a-villain-defies-destiny/
Made the Final Boss My Pet,64,6,593,1,2025-06-15,"['Adult', 'Fantasy', 'Romance', 'Smut']","An unfortunate NPC that was forced to die due to the circumstances of the elders.
Possessed a character named Antheia who was killed by the final boss.",https://www.novelupdates.com/series/made-the-final-boss-my-pet/
Dangers of Taming Darkness,38,6,205,0,2025-06-15,"['Adventure', 'Fantasy', 'Romance']","Reincarnated as a friend of the villains, who would become the continent's most vicious adversary.",https://www.novelupdates.com/series/dangers-of-taming-darkness/
Grant Me Grace,56,6,351,0,2025-06-15,"['Adult', 'Drama', 'Fantasy', 'Mature', 'Romance', 'Smut']","The Day of the Oracle. A beautiful gift from the gods, Hissin, has appeared in the desert nation of Bahran.",https://www.novelupdates.com/series/grant-me-grace/
